"intitule","lieuTravail.libelle","lieuTravail.codePostal","romeCode","secteurActivite","codeNAF","typeContrat","salaire.libelle","dureeTravailLibelleConverti","experienceLibelle","formations.niveauLibelle","qualificationCode","qualificationLibelle","description"
"Assistant(e) Juridique et Comptable F/H - Agori (H/F)","38 - SEYSSINET PARISET","38170","M1203","69","69.20Z","CDI","N/A","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","Vos  missions :  En tant que collaborateur(rice) juridique et comptable expérimenté(e), vous méritez un environnement où vos compétences sont reconnues et où vous avez l'opportunité de vous épanouir professionnellement.   Rejoignez notre équipe et découvrez un cabinet  d'expertise-comptable qui investit dans votre croissance et votre développement.   Ensemble, nous façonnons un avenir où vos ambitions deviennent réalité. Votre avenir commence ici.     Au sein de notre pôle expertise-comptable et juridique et sous la supervision de la  responsablejJuridique, vous prenez en charge en toute autonomie la gestion d'un portefeuille de TPE/PME multi activités et aurez notamment pour mission :      Secrétariat juridique    o Etablissement des plaquettes des missions annuelles et ponctuelles juridiques sous format numérique   o Mise à jour des registres sociaux      Formalités juridiques  auprès :  o   du greffe,    o   des impôts,   o   des chambres des métiers,   o   des chambres de commerce,   o   de l'URSSAF,   o   des Douanes,   o   des mairies et préfectures.       Comptabilité :     Saisie des pièces comptables Tenue comptable Assistance sur la gestion d'un portefeuille client          Vous êtes l'interlocuteur privilégié de vos clients pour toutes questions relatives à leurs dossiers.         Votre équipe :  Vous intégrez une équipe dont la diversité des parcours, des compétences et des personnalités est la plus grande richesse. Collaboration, excellence et intégrité, telles sont les valeurs partagées et incarnées par chaque membre. Les rejoindre, c'est l'assurance d'intégrer une équipe qui saura vous intégrer et vous permettre d'exprimer votre potentiel dans un cadre sécurisant et bienveillant.     Pour quoi postuler ?    - Un management de proximité et bienveillant.  - Une évolution de carrière co-construite en fonction  des évolutions métiers/outils et de vos aspirations.  - Une véritable culture du bien-être au travail (sport et activités de bien-être, événements pour renforcer la cohésion et l'esprit d'équipe, droit à la déconnexion, ...) . Une équipe RH disponible et à l'écoute de vos besoins (formations, accompagnement individualisé). Une rémunération  motivante (primes d'intéressement, de bilan, de cooptation et d'apport clients) Un processus de recrutement clair : 1 entretien avec Séverine, Responsable RH  - 1 entretien  avec Stéphanie (Responsable Pôle Social) et 1 gestionnaire de paie - Prise de décision rapide.      Vous êtes diplômé(e) d'un Bac +3 ou plus en droit, gestion, comptabilité, et vous aspirez à évoluer dans un environnement professionnel exigeant et bienveillant. La maîtrise de l'anglais courant est indispensable pour ce poste.       L'équipe juridique d'AGORI recherche son futur Assistant(e) Juridique et Comptable (F/H), et qui mieux que l'équipe pour en parler : ""Être polyvalent, réactif, avoir le sens du service client, aimer travailler en équipe et toujours avec le sourire..."", selon Marie-Pierre, collaboratrice chez AGORI depuis 2016.       Autonome et rigoureux(se), votre curiosité, votre sens relationnel, vos compétences rédactionnelles ainsi que votre maîtrise du français et de l'anglais vous permettront de vous épanouir pleinement au sein d'une équipe soudée et bienveillante.       Poste à pourvoir dès que possible.       Vous êtes intéressé(e) par le poste et souhaitez en savoir davantage ?   Contactez-nous !       Nous garantissons la confidentialité de votre démarche."
"Responsable Juridique Corporate - Gestion de Fonds Immobiliers H/F","75","N/A","K1903","N/A","N/A","CDI","Annuel de 85000,00 Euros à 85000,00 Euros","N/A","Débutant accepté","N/A","N/A","N/A","En tant que Responsable Juridique, vous gérez une équipe de 4 personnes, vos missions sont :   * Gérer toutes les questions juridiques pour les entreprises clientes,  * Gérer un portefeuille de sociétés et s'assurer que celles-ci soit en conformité, notamment au regard de toute exigence réglementaire,  * Conseiller les clients, les autres directions de la société (scope international), les Conseillers Juridiques et Fiscaux, les Notaires, d'autres professionnels et les institutions gouvernementales, entre autres,  * Travailler en étroite collaboration avec les équipes du centre d'excellence qui peuvent centraliser les demandes,  * Gérer les processus KYC/AML des nouveaux et des clients existants, en collaboration avec l'équipe KYC/AML,  * Rédiger des documents juridiques, examiner et évaluer les éléments pertinents et les avis de tiers,  * Assurer les relations vers l'externe notamment tous les interlocuteurs (clients, Avocats, Notaires, etc.),  * Initier et soutenir de manière proactive le développement de l'activité via le réseau de professionnels et en conseillant les clients existants et potentiels sur les nouveaux produits. Cette liste n'est pas exhaustive. N/C"
"Assistant / Assistante de service juridique (H/F)","92 - PUTEAUX","92800","M1612","78","78.20Z","MIS","Annuel de 23600,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Vous réalisez le tri et la sélection des pièces nécessaires et indispensables à la bonne gestion des dossiers (titre exécutoire, bordereau hypothécaire) dans le respect du plan de classement prédéfini. Vous numérisez les pièces collectées et vous les insérez dans les applicatifs métier en respectant le plan de classement créé dans l'outil. Description du profil : Une formation bac à Bac +3 en banque assurance est souhaitée. Une expérience d'un an sur poste similaire est souhaitée. Vous maîtrisez les outils bureautiques."
"Responsable juridique (H/F)","13 - MARSEILLE 07","13007","K1903","N/A","N/A","CDI","Annuel de 65000,00 Euros à 70000,00 Euros","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : Je suis Natacha Dinant, Consultante au sein du pôle Industries et Services chez Fed Legal, cabinet de recrutement spécialisé dans les métiers juridiques et fiscaux. Je cherche pour une entreprise du secteur des énergies renouvelables, un Responsable juridique ENR. Rattaché(e) à la directrice juridique, vous prenez la tête d'une équipe de 3 juristes et 1 alternant en charge de l'accompagnement du développement de projets d'installation de centrales photovoltaïques (au sol et sur les bâtiments). Vous assurez un rôle managérial mais prenez également en charge des dossiers opérationnels. Vos missions sont les suivantes (avec votre équipe) : - Négociation et rédaction de contrats notamment avec les collectivités locales ; - Sécurisation foncière des projets et suivi d'un portefeuille de baux en lien avec les notaires ; - Conseil et assistance aux opérationnels sur les contrats, en droit de l'urbanisme, environnement, énergie, etc. - Pilotage et gestion des précontentieux et contentieux, notamment avec les bailleurs et les collectivités locales ou en matière de permis de construire ; - Veille juridique, analyses, notes, avis sur les projets. Description du profil : Titulaire d'un Master 2 en droit privé, vous avez acquis 5 ans d'expérience minimum dans le secteur des énergies renouvelables ou des infrastructures. La détention du CAPA est un plus. Votre profil correspond et ce challenge vous intéresse ? N'attendez plus pour postuler ! Poste basé à Marseille. Télétravail 2 jours par semaine. Rémunération : selon profil, 70K maximum."
"ASSISTANT JURIDIQUE DALO (H/F)","93 - LA COURNEUVE","93120","M1612","78","78.20Z","MIS","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Nous recherchons pour le compte de notre client Un(e) assistant(e) juridique -dispositif DALO (F/H)Rattaché au responsable de site de production, l'Instructeur instruit les dossiers DALO et participe aux comtâches de médiation. Il est également en charge du traitement des recours administratifs (contentieux), dans le cadre de la mise en œuvre du droit au logement opposable. Il travaille en collaboration avec les représentants de l'état (DRIHL ou DDCS). Vous aurez pour tâches : -Instruire les recours amiables et les recours gracieux dans le respect de la réglementation en vigueur (loi n°2007-290 du 5 mars 2007), -Présenter des dossiers instruits devant la comtâche de médiation du département, composée de différents acteurs du logement et de l'hébergement (représentants de l'Etat, des bailleurs sociaux, d'associations, des SSD.), -Rédiger les relevés de décisions de la comtâche (PV), -Contacter des organismes extérieures (travailleurs sociaux, bailleurs, associations.) pour obtenir des informations précises nécessaires à l'instruction du dossier, -Veiller au respect des délais légaux et à l'homogénéité de traitement dans la saisie et l'instruction des dossiers qui lui sont confiés, -Assurer la veille juridique. -Assurer la rédaction des mémoires en défense"
"Responsable juridique immobilier F/H - AM Développement (H/F)","35 - ST GREGOIRE","35760","K1903","70","70.10Z","CDI","Annuel de 45000,00 Euros à 55000,00 Euros","N/A","Expérience exigée de 5 An(s)","N/A","N/A","N/A","Vous assistez les opérationnels dans le cadre du montage des projets immobiliers sur tous les aspects juridiques et à tous les stades des dossiers.      Dans le cadre d'opérations de cession et d'acquisition d'actifs en France :      Rédaction ou revue des documents prés contractuels (accords de confidentialité, lettres d'intention)   Assistance à la préparation des data-rooms   Participation active aux négociations, à la rédaction des actes avec les notaires et à la préparation des signatures   Suivi post-vente des opérations et de leurs implications   Coordination avec les autres responsables de l'équipe.      Dans le cadre d'opérations de travaux/développement :      Rédaction de CCAP, contrat de maîtrise d'œuvre, conventions avec des entreprises ou des collectivités   Assistance à la Direction Développement dans le suivi de ses opérations   Suivi de contentieux en lien avec les opérations de vente et les opérations de développement   Participation à la mise à jour des modèles de documents.   Veille juridique et réglementaire à l'attention de la Direction du Groupe et de tous les membres de l'Equipe.      Droit des sociétés :      Il est le garant du respect des procédures liées.   Il est responsable de la tenue du secrétariat juridique de la holding et de ses filiales.   Il réalise les opérations courantes et exceptionnelles et pilote la gestion courante de la vie sociale des sociétés.      Droit immobilier :      Il met au point, valide et rédige l'ensemble des contrats de l'entreprise :LOI, promesses de baux et  baux commerciaux, promesses et actes de vente, BEFA, VEFA, CPI, etc.   Il analyse les pièces en lien avec une acquisition immobilière, prépare des documents et suit la relation avec les notaires jusqu'à la signature.   Il met en place les pactes d'associés pour les projets de co-investissement.      De manière générale :      Il gère avec les équipes en interne et les différents conseils l'ensemble des contentieux et pré contentieux.   Il assure un rôle de conseil et une veille juridique pour l'ensemble des métiers du groupe.   Il pilote les différents avocats et experts.                Cette description prend en compte les principales responsabilités ; elle n'est pas limitative.    Vous êtes diplômé d'une formation juridique supérieure, avec une spécialisation en droit immobilier, droit des affaires, droit de la construction, droit notarial ou encore en droit de l'urbanisme.   Vous avez des connaissances en droit des sociétés, droit immobilier, en droit de l'urbanisme ainsi qu'en fiscalité immobilière (TVA, droits d'enregistrement, .) .   Vous avez de très bonnes capacités d'expression orale et écrite.   Vous avez un esprit d'analyse critique et un esprit pratique.   Vous avez une bonne maîtrise des outils bureautiques (Word, Excel, PowerPoint).   Vous aimez ordonner, ranger, trouver des anomalies, standardiser et être rigoureux.       Le poste n'est pas fait pour vous si :      Vous n'êtes pas ouvert et curieux d'esprit.   Vous ne voulez pas être en relation avec  les clients.   Vous avez des difficultés à travailler dans l'urgence.   Vous n'êtes pas à l'aise avec les outils digitaux.       Déroulement des entretiens :      1. Premier échange téléphonique de 15 minutes avec le gérant   2. Un entretien de 90 minutes avec le gérant   3. Un test sur vos (vraies) connaissances   4. Prise de référence"
"ASSISTANT ADMINISTRATIF ET JURIDIQUE (H/F)","92 - PUTEAUX","92800","M1607","78","78.20Z","MIS","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Nous recherchons pour le compte de notre client spécialisé dans le crédit à la consommation, un Assistant administratif et juridique (f/h).Vous réalisez le tri et la sélection des pièces nécessaires et indispensables à la bonne gestion des dossiers (titre exécutoire, bordereau hypothécaire) dans le respect du plan de classement prédéfini. Vous numérisez les pièces collectées et vous les insérez dans les applicatifs métier en respectant le plan de classement créé dans l'outil."
"Assistant / Assistante de service juridique (H/F)","75 - PARIS 09","75009","M1612","N/A","N/A","CDI","Annuel de 35000,00 Euros à 55000,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Je suis Natacha Bouchaala, consultante exécutive chez Fed Légal, spécialisée dans le recrutement des métiers juridiques et fiscaux. Je recherche pour l'un de mes clients, un cabinet d'avocats d'affaire international, un(e) assistant juridique possédant un anglais courant dans le cadre d'un CDI à Paris. En relation étroite avec l'équipe d'avocats du département corporate, vos missions seront : - la gestion des appels téléphoniques, - la gestion des agendas et des déplacements, - l'organisation des voyages d'affaires, des rendez-vous et des déjeuners clients, - l'ouverture des dossiers clients et formalités associées (vérification conflits d'intérêts, etc.), - la préparation et le suivi de la facturation et du recouvrement, - la frappe, correction et mise en forme de documents, - la saisie des heures de travail des avocats, - la gestion du courrier, du u classement physique et électronique, l'archivage et l'impression de documents. Le volume horaire pour ce poste est de 36h25 hebdomadaire. Le télétravail n'est pas envisagé sur ce poste. Description du profil : De formation bac + 2 minimum ou ENADEP, vous avez une première expérience de 2 ans en cabinet d'avocats international. Vous avez une excellente maitrise des langues française et anglaise à l'oral et à l'écrit. Vous possédez de bonnes capacités rédactionnelles et d'un excellent niveau d'orthographe. Vous possédez une maitrise des outils bureautiques (Outlook, Word, Excel, PowerPoint, Visio). La maitrise le logiciel de facturation Elite serait un plus."
"Assistant / Assistante de service juridique (H/F)","69 - LYON 05","69005","M1612","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Le cabinet d'avocats Fiducial Legal By Lamy, basé à Lyon 3, recherche pour l'une de ses équipes en droit des affaires un/une Assistant(e) Administrative & Juridique . Auprès d'une petite équipe de 3 avocats, vos missions administratives consisteront en la : - planification des déplacements des avocats ; - organisation des réunions d'équipe ; - rédaction de courriers et mails ; - facturation des honoraires et suivi de facturation ; - approbation des comptes ; - rédaction de procès verbaux ; - création, tenue et classement des dossiers des clients ; - suivi et mise à jour des contacts clients ; - Assistance ponctuelle des membres de l'équipe dans leurs dossiers (envoi de convocations, gestion des signatures [électroniques pour la majorité des dossiers], etc.). Description du profil : Diplômé(e) en droit, et fort(e) d'une première expérience dans l'administratif, vous êtes organisé(e), consciencieux(se) dans votre travail, et avez une bonne connaissance des outils informatiques (Pack office). Vous êtes reconnu(e) pour votre sens du service et votre bonne humeur quotidienne qui s'inscriront parfaitement dans l'environnement bienveillant et convivial du cabinet. Une première expérience en milieu juridique est un plus."
"ASSISTANT JURIDIQUE (H/F)","22 - PLERIN","22190","M1612","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Nous recherchons pour le compte de notre client exerçant une activité de conseil en droit des affaires et en droit patrimonial auprès d'entreprises et de particuliers, un(e) assitant(e) juridique (F/H)L'assistant(e) juridique aura pour tâche, sous la supervision des juristes et des avocats, dans le cadre du portefeuille de dossiers qui lui sera confié : - la préparation et la mise à jour des dossiers en vue des rendez-vous des avocats avec lesclients, - l'accomplissement et le suivi des formalités (notamment en droit des sociétés : assemblées générales, cession / acquisition de sociétés / fonds de commerce, fusion, etc.) et la relance éventuelle des clients, - l'établissement et suivi de la facturation, - convocations aux assemblées - ponctuellement, la rédaction d'actes juridiques simples (procès-verbaux, avenants à contrats divers, convention de gestion de trésorerie et d'intégration fiscale, constitution de société, prestations de services, .) - diverses tâches de secrétariat réparties entre les assistantes (ouverture/affranchissement du courrier, standard tournant, accueil des clients, etc.)"
"Assistant juridique - temps partiel - Lamballe (H/F)","22 - LAMBALLE ARMOR","22400","M1612","N/A","N/A","CDI","Annuel de 22000,00 Euros à 27000,00 Euros","N/A","Débutant accepté (2 ans)","N/A","N/A","N/A","L'essentiel : Assistante Juridique (H/F) - Droit des sociétés - Association gestion comptable - Lamballe - CDI 32H. Adsearch recrute pour l'un de ses partenaires, association de gestion comptable régionale, un Assistant Juridique Droit des sociétés (H/F) en C.D.I à Lamballe. Le poste est à pourvoir en temps partiel (32h sur 4jours). Rattaché(e) a un juriste, vos principales missions seront les suivantes ; Rédaction AG et de l'approbation des comptes annuels Suivi administratif des opérations juridiques Accomplissement des formalités auprès du guichet unique Suivi de facturation"
"Responsable juridique contrats et contentieux (H/F)","75 - PARIS 09","75009","K1903","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : Le Groupe NICOLLIN s'est construit depuis plus de 75 ans autour de valeurs simples : l'humain et le sens du travail bien fait. Ainsi, grâce à son expérience et à ses valeurs, le Groupe NICOLLIN est devenu une entreprise de services reconnue. Aujourd'hui le Groupe NICOLLIN compte 10000 salariés, réalise un CA de 600M € en France (Métropolitaine et DOM-COM) et se structure autour de 3 pôles d'activités : NICOLLIN Environnement (Gestion des déchets et propreté urbaine), NICOLLIN Services (Nettoyage industriel, sécurité, accueil.) et NICOLLIN Eau (Gestion de l'eau, assainissement). Dans le cadre de sa croissance, le GroupeNICOLLIN recherche pour sa filière propreté industrielle un(e) responsable de contrat basé(e) à Paris 13 (75) en CDI. Vos missions :***LeResponsable de contrat(s) déploie, suit, gère le(s) contrat(s) confié(s) à sessoins. * Ilmanage fonctionnellement les équipes d'exploitation : Chefs de Secteuret/ou Chefs de Site, Chefs d'équipe, Agents de service. * LeResponsable de contrat(s) est en charge de la bonne application du/descahier(s) des charges, du respect de nos process internes sur le terrain (RH,QSE, administratifs.), de l'atteinte des objectifs contractuels notammentqualité, de l'optimisation des organisations déployées, du relationnel avecl'ensemble des interlocuteurs clients concernés et de leur satisfaction. * Ilgère les budgets relatifs au(x) contrat(s) confié(s). * Ilfait appliquer les cahiers des charges, et s'assure de la qualité du travailfourni par les équipes opérationnelles. Il est le représentant de l'entrepriseauprès des différents interlocuteurs client(s). * Ilest ainsi garant de la pérennité et de la compétitivité du portefeuille dont ila la charge. Description du profil : Voscompétences :***Une expérience de 5 ans minimum dans lemanagement de centres d'exploitation propreté * Management * Esprit d'analyse et de synthèse * Bon relationnel * Autonomie * Travail en équipe * Pack office Ce que nous proposons :***Salaire : Selon profil * 13ème mois * Véhicule de service * Statut cadre * Très nombreux déplacementssur l'ensemble du territoire (80 % du temps en extérieur) Rejoindre le Groupe Nicollin c'est :***Rejoindre un groupe qui ne cesse de sedévelopper * Intégrer des équipes dynamiques * Rejoindre une entreprise avec un esprit familial GNA"
"Chargé de mission juridique (H/F)","86 - MONTMORILLON","86500","K1903","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Vous souhaitez valoriser vos compétences en expertise comptable ? Rejoignez notre agence FIDUCIAL MONTMORILLON en qualité de Chargé de mission Expertise Comptable H/F en CDI, et intégrez une équipe conviviale et dynamique. Vos principales missions sont les suivantes : - La gestion d'un portefeuille clients diversifiés, composé surtout de TPE - La tenue des dossiers comptables. - L'établissement des déclarations fiscales. - L'établissement des bilans. - Et surtout le conseil à la clientèle. Ce poste offre la possibilité à l'apprentissage pour des profils juniors souhaitant évoluer. Nous nous engageons à vous former et assurer votre évolution et votre future autonomie. Description du profil : Votre profil : - Vous êtes titulaire d'un diplôme Bac + 2 minimum (Comptabilité, Droit/Fiscalité, Economie, Gestion/Finance), vous justifiez d'une première expérience significative en cabinet comptable. - Vous avez un bon sens du relationnel, - Vous êtes rigoureux, réactif(ve) dans les tâches qui vous sont confiées - Vous avez le sens de l'engagement et du service client Vous avez alors toutes les clés qui vous permettront de vous épanouir à ce poste ! Pour garantir votre réussite, le Groupe FIDUCIAL vous assure une intégration de façon individuelle et collective (Séminaire Régional d'Intégration), met à votre disposition une offre de formation, une méthodologie de travail et des outils informatiques très performants. Vous bénéficiez également d'une gestion de carrière personnalisée, dynamique et évolutive dans un réseau de proximité composé d'agences à taille humaine. Conditions : - Salaire en fonction du profil et de l'expérience. - CDI temps plein 39 heures. - Avantages : RTT, primes, 13ème mois... FIDUCIAL étudie, à compétences égales, toutes les candidatures dont celles des personnes titulaires d'une reconnaissance en qualité de travailleur handicapé (RQTH). Rejoignez un grand groupe aux valeurs fortes telles que l'engagement et la proximité même dans les campagnes, pour rester chaque jour au plus près des besoins des dirigeants. Notre processus de recrutement se déroule en 3 étapes : - Premier échange par téléphone avec un membre de notre équipe RH pour nous présenter, faire un point sur votre parcours et valider les prérequis. - Deuxième échange avec l'équipe RH et le Directeur d'Agence en visioconférence ou en entretien face à face. - Dernier échange pour la constitution du dossier de recrutement, les tests (si nécessaire), lettre de motivation... N'attendez plus et devenez un de nos talents !"
"Chargé de mission juridique (H/F)","29 - MORLAIX","29600","K1903","N/A","N/A","CDI","N/A","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Vous souhaitez valoriser vos compétences en expertise comptable ? Rejoignez notre agence FIDUCIAL MORLAIX en qualité de Chargé de mission Expertise Comptable H/F en CDI, et intégrez une équipe conviviale et dynamique. Vos principales missions sont les suivantes : - La gestion d'un portefeuille clients diversifiés, composé surtout de TPE - La tenue des dossiers comptables. - L'établissement des déclarations fiscales. - L'établissement des bilans. - Et surtout le conseil à la clientèle. Ce poste offre la possibilité à l'apprentissage pour des profils juniors souhaitant évoluer. Nous nous engageons à vous former et assurer votre évolution et votre future autonomie. Fiducial est un acteur majeur et reconnu pour la qualité de son expertise. Devenez un de nos talents ! Description du profil : Votre profil : - Vous êtes titulaire d'un diplôme Bac + 2 minimum (Comptabilité, Droit/Fiscalité, Economie, Gestion/Finance), vous justifiez d'une première expérience significative en cabinet comptable. - Vous avez un bon sens du relationnel, - Vous êtes rigoureux, réactif(ve) dans les tâches qui vous sont confiées - Vous avez le sens de l'engagement et du service client Vous avez alors toutes les clés qui vous permettront de vous épanouir à ce poste ! Pour garantir votre réussite, le Groupe FIDUCIAL vous assure une intégration de façon individuelle et collective (Séminaire Régional d'Intégration), met à votre disposition une offre de formation, une méthodologie de travail et des outils informatiques très performants. Vous bénéficiez également d'une gestion de carrière personnalisée, dynamique et évolutive dans un réseau de proximité composé d'agences à taille humaine. Conditions : - Salaire en fonction du profil et de l'expérience. - CDI temps plein 39 heures. - Avantages : RTT, primes, 13ème mois... FIDUCIAL étudie, à compétences égales, toutes les candidatures dont celles des personnes titulaires d'une reconnaissance en qualité de travailleur handicapé (RQTH). Rejoignez un grand groupe aux valeurs fortes telles que l'engagement et la proximité même dans les campagnes, pour rester chaque jour au plus près des besoins des dirigeants. Notre processus de recrutement se déroule en 3 étapes : - Premier échange par téléphone avec un membre de notre équipe RH pour nous présenter, faire un point sur votre parcours et valider les prérequis. - Deuxième échange avec l'équipe RH et le Directeur d'Agence en visioconférence ou en entretien face à face. - Dernier échange pour la constitution du dossier de recrutement, les tests (si nécessaire), lettre de motivation... N'attendez plus et rejoignez nous !"
"In Extenso - Assistant / Assistante de service juridique (H/F)","70 - LURE","70200","K1902","69","69.20Z","CDD","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Il était une fois In Extenso, réseau d'experts-comptables et de conseil auprès des TPE-PME, créé en 1991, composé de 250 agences à taille humaine. Notre métier ? Accompagner nos clients, des dirigeants d'entreprises, dans toutes les étapes de la vie de leur société, et partout en France. Rejoignez-nous et . Accomplissez-vous : Vous pouvez vous épanouir chaque jour dans un cadre de travail agréable avec un parfait équilibre entre votre vie professionnelle et personnelle Entreprenez votre avenir : Prenez votre carrière en main et évoluez selon vos objectifs et vos ambitions grâce à l'accompagnement d'In Extenso. Partagez notre fierté : Soyez fiers d'être acteur d'un avenir meilleur au sein d'un groupe engagé. Et le plus ? In Extenso est labellisée BestWorkplace, &quot;entreprise où il fait bon travailler&quot; par Great Place To Work, l'acteur de référence sur la qualité de vie au travail. Votre mission en tant qu'Assistant administratif et juridique : Rattaché(e) à votre futur manager au sein du département Droit des affaires de l'agence de LURE, vous assurez les missions suivantes (liste non exhaustive) :  Rédaction des PV d'Assemblées Générales, AGO, AGE Tenue des registres Formalités (Guichet Unique, Infogreffe, greffes des tribunaux...) Facturation client Poste évolutif en fonction de votre implications et de vos résultats N'hésitez plus, postulez et rejoignez nos équipes sur ce poste en contrat d'apprentissage (1 ou 2 ans) à pourvoir dès cet été! Maintenant, parlons de vous... Vous êtes diplômé(e) d'une licence en Droit et préparez un Master 1 ou 2 en droit des sociétés et/ou droit des affaires. Une première expérience en cabinet est un plus. Vous êtes rigoureux(se), doté(e) d'un bon relationnel et aimez travailler en autonomie tout en cultivant un véritable esprit d'équipe. Autonome et rigoureux(se), votre curiosité, vos qualités rédactionnelles et votre sens du service client vous permettront de réussir pleinement dans vos missions. .. et de ce qu'in Extenso peut vous offrir : - un parcours d'intégration digitalisé Game of Pros - un parrain/une marraine et d'une équipe bienveillante - d' outils digitaux innovants qui facilitent votre quotidien - un parcours de formation et d'évolution dédié tout au long de votre vie professionnelle (2 jours de formation minimum par an et par collaborateur) - des perspectives d'évolutions concrètes dans l'agence et/ou au sein du Groupe - un équilibre vie pro / vie perso : jusqu'à 2 jours de télétravail hebdomadaire - un package salarial attractif : mutuelle et prévoyance performantes, remboursement des frais de transports en commun et mobilité durable, ticket-restaurants (8€ l'unité dont 50% pris en charge par In Extenso), prime de participation, ... - des avantages conso en magasin et en ligne : PassTime, carte Swile, plateforme d'achats Obiz... Venez construire le futur avec nous, devenez Créateur d'Avenir!"
"Assistant / Assistante de service juridique (H/F)","75 - PARIS 09","75009","M1612","N/A","N/A","CDI","Annuel de 25000,00 Euros à 45000,00 Euros","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Description du poste : Le Groupe Piment recherche pour l'un de ses clients situé dans le 9ème arrondissement de Paris, un(e) Assistant(e) Juridique expérimenté(e). Vos Missions Principal : -Assister l'Associé du Président -Participer à la constitution, au suivi et au classement des dossiers clients -Préparer les dossiers de plaidoiries, les actes : assignation, compte rendu de rendez-vous, notes de synthèse, conclusions,... -Etre en contact avec les greffiers (via le système RPVA), les huissiers -Accueillir les clients, répondre au téléphone, fixer les rendez-vous, tenir l'agenda du cabinet, assurer la saisie des courriers, classer et archiver les dossiers, organiser les déplacements et les voyages -Traitement du courrier. Description du profil : Vous possédez une formation ENADEP validé et avez une solide expérience dans un cabinet d'Avocat, notamment en Droit de la construction, je vous invite à postuler dès à présent !"
"Assistant juridique / droit des sociétés / cabinet d'avocat (H/F)","44 - ST HERBLAIN","44800","M1612","N/A","N/A","CDI","Annuel de 30000,00 Euros à 50000,00 Euros","N/A","Débutant accepté (2 ans)","N/A","N/A","N/A","En bref : Assistant juridique spécialisé en droit des sociétés (H/F) - Cabinet davocats - St Herblain Adsearch recrute pour lun de ses partenaires, un cabinet d'avocats renommé situé à St Herblain, un assistant juridique en droit des sociétés (H/F). Vous intégrerez un département spécialisé en droit des sociétés et M&A. Le cabinet dispose dune belle clientèle dentreprises de toute taille et issues de secteurs diversifiés. Vos missions : Vous serez chargé deffectuer des missions à la fois spécialisées et administratives. En ce qui concerne les missions techniques, vous interviendrez principalement sur de la mise en forme et de la préparation de contrats et de dossiers, de la mise a jour de registre, des échanges avec les clients en lien avec les avocats ainsi que de lassistance sur les formalités en lien avec le formaliste. En ce qui concerne laspect administratif, vous interviendrez sur quelques missions de facturation et de gestion de courrier. Votre profil : Vous justifiez dune première expérience réussie sur un poste similaire et idéalement en cabinet davocats ou en cabinet comptable. Vous êtes réactif, rigoureux et appréciez le travail en équipe. Ce que lon vous propose sur ce poste : 13e mois Ticket restaurant Mutuelle prise en charge à 60% 23j RTT / an Possibilité de télétravail Rejoindre un cabinet convivial avec un cadre de travail agréable Le processus de recrutement : Un premier contact avec ADSEARCH en toute confidentialité Organisation dun entretien avec notre partenaire Vous êtes intéressé(e) ? N'hésitez pas à me contacter ! Clara POYER"
"Responsable de service juridique (H/F)","13 - ARLES","13104","K1903","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Description du poste : MAGASIN DARTY FRANCHISE Vous êtes passionné.e par la relation client et vous aimez les produits high tech, rejoignez le magasin franchisé de ARLES (13) qui recherche son (sa) Conseiller Pole Service. Accueillant(e), souriant(e), très organisé(e), adaptable, rigoureux(se), vous aimez la polyvalence et par-dessus tout, vous avez le sens du service et de la relation client? Ce poste est peut-être fait pour vous ! Vous assurerez un ensemble de missions variées : - Accueil, information et remise des produits aux clients - Gestion administrative de la vente (encaissements, dossier de crédit, abonnements, prestations de service) - Prise en charge ou remise des produits pour le Service Après-Vente - Réception et contrôle des stocks Vous êtes à l'aise avec les outils informatiques, votre personnalité, votre motivation et vos résultats seront la clé de votre réussite au sein de notre équipe. Si cette offre vous correspond, veuillez nous faire parvenir votre CV et votre lettre de motivation L'Equipe Recrutement Franchise"
