"intitule","lieuTravail.libelle","lieuTravail.codePostal","romeCode","secteurActivite","codeNAF","typeContrat","salaire.libelle","dureeTravailLibelleConverti","experienceLibelle","formations.niveauLibelle","qualificationCode","qualificationLibelle","description"
"ASSISTANT (H/F)","38 - GRENOBLE","38000","M1705","78","78.20Z","MIS","N/A","N/A","Expérience exigée de 3 An(s)","N/A","N/A","N/A","Nous recherchons pour le compte de notre client un(e) assistant(e) administratif(ve)Vous aurez pour tâche sur ce poste :  - Fournir un soutien fonctionnel et opérationnel quotidien aux activités de marketing et de sensibilisation de l'ESRF, y compris l'assistance aux événements et aux visites, ainsi qu'aux réunions. - Soutenir l'organisation d'activités de sensibilisation dans le cadre des projets soutenus par l'ESRF et l'UE. - Apporter un soutien marketing au programme commercial de l'ESRF tel qu'il est géré par la division BDO et la division des expériences."
"Chef de Groupe H/F","France","N/A","M1711","46","46.11Z","CDI","Annuel de 95000,00 Euros à 110000,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","En tant que Chef de Groupe Senior, vos responsabilités sont les suivantes :  * Élaborer la stratégie de développement des marques, recommander les plans d'activités à moyen/long terme et les ressources nécessaires à l'atteinte du budget,  * Évaluer le portefeuille produit existant et mettre en place les plans de lancements innos en agissant sur toutes les composantes du mix, en lien avec les études, S&OP, le trade, etc. Recommander la pipe de lancement (business cases),  * Analyser la performance des marques (sell-out et conso) et recommander les plans d'actions adaptés. Contribuer au process S&OP, suivre les prévisions des ventes et analyser les impacts P&L,  * En partenariat avec l'équipe étude, recommander les études nécessaires à la construction de la stratégie des marques et à la bonne compréhension des performances,  * Établir les briefs communications, PR, média et garantir la bonne exécution des plans. Suivre le développement des contenus Groupe et leur adaptation au marché local et développer des contenus spécifiques (média, digital, adaptation locale des copies TV, contenus PR...),  * Définir la stratégie promotionnelle, garantir la bonne exécution des plans, analyser les performances,  * Animer, impliquer l'équipe de Chefs de Produits, piloter leur montée en compétences (recrutement/formation/accompagnement/évaluation). Diplômé d'un Bac +5 minimum école de commerce, vous disposez d'une expérience en marketing d'au moins 12 ans dans le domaine des biens de consommation courante en agroalimentaire ou FMCG. Vous maîtrisez la création et le déploiement d'une stratégie marketing 360°, vous savez prendre de la hauteur, êtes analytique, synthétique et convaincant. Votre aisance relationnelle et votre leadership vous permettent de travailler avec des équipes multi disciplinaires, une équipe globale puissante et de reporter au plus haut niveau. Vous êtes aussi autonome, savez prendre des décisions et êtes proactif. Enfin, votre niveau d'anglais est courant. * Fixe + variable + participation et intéressement,  * Très bon CE et nombreux avantages sociaux,  * Poste basé au siège à Rouen."
"Data engineer F/H - Avanci (H/F)","35 - RENNES","35000","M1716","73","73.11Z","CDI","Annuel de 40,00 Euros à 45,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","En tant que Data Engineer, vous serez responsable de la conception, de la gestion et de l'administration des infrastructures de données pour nos clients.     Vos missions :   Développer des architectures de données robustes pour les clients de l'agence  Construire et optimiser les pipelines de données  Structurer, normaliser et unifier les données provenant de sources multiples  Développer et mettre en place des traitements et procédures automatisées     Au quotidien dans votre poste :   Maintenir, contrôler et assurer la gestion et l'exploitation des bases de données (maintenance corrective et évolutive)  Réaliser et formaliser les tests techniques     Pour cela vous devrez :   Optimiser les traitements, procédures et flux de données  Installer et déployer les développements en production   Quelques pré-requis :   Vous êtes titulaire d'un diplôme d'Ingénieur Informatique ou équivalent Bac+5 avec une solide expérience dans une fonction similaire  Vous maîtrisez les langages SQL et Python   Vous avez des connaissances en gestion de versions avec GIT  Vous avez une expérience sur un outil d'automatisation de jobs (Airflow par exemple) Vous avez une expérience avec le cloud, notamment Google Cloud Platform (GCP)  Vous savez travailler en mode projet  Vous maîtrisez l'environnement et les enjeux data à finalité marketing   Le + : vous avez déjà déployé des bases de données NoSQL (MongoDB)    Votre personnalité avant tout :   Vous êtes organisé(e), méthodique, rigoureux(se), autonome, et vous avez l'esprit d'initiative et le sens du service client  Vos qualités relationnelles et votre capacité à communiquer avec différents interlocuteurs sont reconnues  Vous savez gérer les imprévus  Vous êtes curieux(se) et ouvert(e) aux différentes technologies   Pourquoi rejoindre l'agence Avanci ?  Voici 5 raisons d'intégrer Avanci :        - Vous travaillerez en collaboration avec une équipe de 50 experts passionnés de digital et de data   - Les pôles d'expertise sont organisés avec des équipes à taille humaine pour favoriser les interactions et votre évolution   - Avanci, filiale de MV Group, fait partie d'un ensemble de 9 entités aux expertises digitales complémentaires : vous évoluerez dans un environnement stimulant avec de nombreux événements internes organisés tout au long de l'année (séminaires, team buildings, déjeuners d'équipe, etc.)   - Nous mettons tout en place pour améliorer votre bien-être quotidien : locaux conviviaux, parcours d'intégration, tickets restaurants, horaires flexibles, mutuelle, RTT, home office, etc.   - Vous pourrez évoluer vers d'autres expertises au sein d'Avanci ou des autres filiales du Groupe si vous le souhaitez   Convaincu(e) ? Alors rejoignez-nous vite !     MV Group étant engagé dans une politique en faveur de l'intégration et du maintien de l'emploi des personnes en situation de handicap, toutes nos offres d'emploi sont ouvertes aux personnes en situation de handicap."
"Responsable commercial H/F - Lille","59 - LILLE","59000","M1705","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","/!\ Attention, une expérience commerciale en équipements industriels fabricants de l'agroalimentaire est nécessaire !A réputation internationale, cette société, fournisseur d'équipements industriels pour l'agroalimentaire, recrute un Responsable Commercial H/F :Chargé(e) du chiffre d'affaires des produits de la société au niveau national, il s'agit de projets complexes et souvent de grande envergure, avec une valeur élevée et des délais longs. Ce rôle consiste à convaincre les clients de la gamme de produits et à gérer l'ensemble des process de vente, avec le soutien des collègues techniques. Le Responsable Commercial h/f se concentre sur ses ventes, et la gestion des relations avec les clients existants et potentiels.1.Ventes et approche du marchéoFixer les objectifs de vente et établir un plan de vente et de marketing pour la région.oAtteindre les objectifs en termes de volume et de marges pour chaque groupe de produits dans la région.oPrioriser et produire les devis et fournir les informations nécessaires aux départements concernés pour garantir des devis adaptés.oÉtablir et maintenir des contacts avec les clients pour identifier les opportunités, évaluer la satisfaction client et la perception du marché, et informer les responsables concernés.oGérer et rapporter sur les actions et résultats planifiés dans la région, selon les directives et délais convenus, afin de fournir un aperçu pertinent aux collègues et à la direction.2.Contrôle de la qualitéoGérer, superviser et informer les agents de la région, leur offrant un soutien technique et commercial pour qu'ils contribuent à atteindre les objectifs de vente.oGérer les réclamations et les problèmes de service en consultant le client, en évaluant leur nature et en proposant des solutions dans les limites définies.oObtenir des informations sur la solvabilité et prendre les mesures nécessaires en cas de défauts de paiement.oSurveiller, identifier et analyser les évolutions techniques, technologiques et prix.3.Coordination et communication interneoAssurer le transfert des informations sur les commandes conclues à la Gestion de Projet.oInformer régulièrement le Directeur Commercial de l'état des projets et de la situation budgétaire, avec des rapports de suivi clairs."
"CHARGE.E D'ETUDES GEOMARKETING (H/F)","France","N/A","M1403","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Vous voulez rejoindre une enseigne où la bienveillance et la liberté d'entreprendre se vivent au quotidien ? Vous souhaitez bénéficier d'une forte autonomie, tout en travaillant avec des patrons de magasins qui revendiquent un « commerce autrement », basé sur la qualité des relations humainesAlors devenez Chargé(e) d'études Géomarketing au sein de la Direction Développement Réseau sur notre site de Carquefou, près de Nantes (44).Sous la responsabilité du responsable Pôle études de marché, vous réalisez des études marketing à vocation territoire fournissant aux Associés et Instances du Développement, des outils d'aide à la décision concernant le développement de leur magasin (potentiel de Chiffre d'affaires, impact concurrence..). Vos missions principales sont les suivantes :Analyser de données chiffrées et cartographiques mais aussi en provenance du terrainSur le terrain : visiter les magasins U et la concurrence (évaluation forces / faiblesses) et délimiter la zone de chalandiseEstimer des potentiels de Chiffres d'affairesÉlaborer et préconiser des plans d'actionApporter des conseils aux Associés et aux différents services de la direction du Développement du Réseau dans leur prise de décision sur l'avenir des points de vente en projet d'agrandissement, en création ou ralliementMettre en forme des résultats et constituer des dossiersRestituer votre analyse argumentée à votre client interne ou externe (Associé)."
"Chargé de Projet Webmarketing / Communication (H/F)","69 - MARCILLY D AZERGUES","69380","M1716","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Depuis , Gérard Perrier Industrie (GPI), entreprise familiale, développe ses activités sur un coeur de métier précis : la conception, la construction, l'installation et la maintenance d'équipements électriques, électroniques et d'automatismes dédiés à l'Industrie.Regroupant près de  salariés, le Groupe GPI s'organise autour de onze sociétés autonomes : SOTEB, GERAL, SEIREL, SERA, ARDATEM, BONTRONIC, DATIVE, TECHNISONIC, R3EA, AECE et PETER POHL ; chacune étant positionnée sur des marchés spécifiques en constante croissance. Leur réunion au sein du Groupe GPI permet d'offrir à l'Industrie la gamme de services la plus vaste du secteur.Nous recherchons notre futur Chargé de Projet Webmarketing / Communication (H/F) pour rejoindre notre service Communication et accompagner la croissance de notre Groupe.Référent sur la gestion de projet digital, vous serez rattaché à la Responsable Communication et participerez à la mise en oeuvre de la stratégie de communication digitale du Groupe et de ses filiales, tout en veillant à l'e-réputation des marques. Vous prendrez progressivement part aux missions suivantes :Projets Web : Création, refonte et optimisation des sites web,SEO/SEA & rédaction web : Mise en place d'une stratégie de référencement, rédaction et publication de contenus optimisés, SEO, puis analyse de data via Google Analytics,Gestion de projet digital en relation avec des prestataires externes,Marketing opérationnel : mise en place d'une stratégie marketing d'une filiale pour améliorer sa visibilité (campagne emailing notamment),Community Management : Animation des réseaux sociaux (Linkedin & Youtube principalement),Création de supports graphiques web.Intégré(e) à la holding du groupe, vous interviendrez sur la Communication Corporate mais aussi sur celle de chacune des filiales. D'autres missions transverses pourront vous être confiées suivant les actualités du Groupe."
"Chargé d'affaires (H/F)","69 - LYON 05","69005","M1705","N/A","N/A","CDI","Annuel de 35000,00 Euros à 50000,00 Euros","N/A","Expérience exigée de 6 An(s)","N/A","N/A","N/A","Description du poste : Talents Commerciaux, cabinet de recrutement spécialisé en Commerce et Marketing, vous propose régulièrement des offres d'emploi ciblées sur ces métiers. NOTRE CABINET RECHERCHE POUR L'UN DE SES CLIENTS, ENTREPRISE SPÉCIALISÉE DANS LE SECTEUR VÉTÉRINAIRE, UN CHARGÉ D'AFFAIRES (H/F), ITINÉRANT SUR LA RÉGION AUVERGNE-RHÔNE-ALPES, DOMICILIÉ À PROXIMITÉ DE LYON (69). EN TANT QUE CHARGÉ D'AFFAIRES (H/F), VOUS FIDÉLISEZ VOTRE PORTEFEUILLE CLIENT TOUT EN LE DÉVELOPPANT. Vous avez les missions suivantes :***Prospecter et développer une clientèle ciblée de professionnels ; * Gérer et animer le portefeuille clients existant sur votre zone, en les visitant régulièrement ; * Respecter la stratégie commerciale et marketing de l'entreprise ; * Être à l'écoute des besoins clients afin de fournir la meilleure solution produit ; * Mener à bien des sessions de formation auprès de vos clients ; * Travailler en synergie avec les techniciens itinérants pour l'installation des produits ; * Réaliser des reportings d'activité complets. POSTE ITINÉRANT SUR LA RÉGION AUVERGNE-RHÔNE-ALPES, DOMICILIÉ À PROXIMITÉ DE LYON (69). Description du profil : ISSU(E) D'UNE FORMATION COMMERCIALE, VOUS JUSTIFIEZ D'UNE PREMIÈRE EXPÉRIENCE EN TANT QUE COMMERCIAL(E) ITINÉRANT(E), IDÉALEMENT ACQUISE DANS LE SECTEUR DES DISPOSITIFS MÉDICAUX. Doté(e) d'un excellent relationnel, vous aimez travailler en toute autonomie. Vous êtes reconnu(e) pour vos qualités organisationnelles et votre sens de la communication. Vous souhaitez rejoindre une entreprise tournée vers le service, l'innovation et la proximité client ? Vous vous reconnaissez dans ce profil ? Parlons-nous !"
"Chargé d'affaires (H/F)","42 - ST ETIENNE","42000","M1705","N/A","N/A","CDI","Annuel de 35000,00 Euros à 50000,00 Euros","N/A","Expérience exigée de 6 An(s)","N/A","N/A","N/A","Description du poste : Talents Commerciaux, cabinet de recrutement spécialisé en Commerce et Marketing, vous propose régulièrement des offres d'emploi ciblées sur ces métiers. NOTRE CABINET RECHERCHE POUR L'UN DE SES CLIENTS, ENTREPRISE SPÉCIALISÉE DANS LE SECTEUR VÉTÉRINAIRE, UN CHARGÉ D'AFFAIRES (H/F), ITINÉRANT SUR LA RÉGION AUVERGNE-RHÔNE-ALPES, DOMICILIÉ À PROXIMITÉ DE CLERMONT-FERRAND (42). EN TANT QUE CHARGÉ D'AFFAIRES (H/F), VOUS FIDÉLISEZ VOTRE PORTEFEUILLE CLIENT TOUT EN LE DÉVELOPPANT. Vous avez les missions suivantes :***Prospecter et développer une clientèle ciblée de professionnels ; * Gérer et animer le portefeuille clients existant sur votre zone, en les visitant régulièrement ; * Respecter la stratégie commerciale et marketing de l'entreprise ; * Être à l'écoute des besoins clients afin de fournir la meilleure solution produit ; * Mener à bien des sessions de formation auprès de vos clients ; * Travailler en synergie avec les techniciens itinérants pour l'installation des produits ; * Réaliser des reportings d'activité complets. POSTE ITINÉRANT SUR LA RÉGION AUVERGNE-RHÔNE-ALPES, DOMICILIÉ À PROXIMITÉ DE CLERMONT-FERRAND (42) Description du profil : ISSU(E) D'UNE FORMATION COMMERCIALE, VOUS JUSTIFIEZ D'UNE PREMIÈRE EXPÉRIENCE EN TANT QUE COMMERCIAL(E) ITINÉRANT(E), IDÉALEMENT ACQUISE DANS LE SECTEUR DES DISPOSITIFS MÉDICAUX. Doté(e) d'un excellent relationnel, vous aimez travailler en toute autonomie. Vous êtes reconnu(e) pour vos qualités organisationnelles et votre sens de la communication. Vous souhaitez rejoindre une entreprise tournée vers le service, l'innovation et la proximité client ? Vous vous reconnaissez dans ce profil ? Parlons-nous !"
"Chargé d'affaires (H/F)","38 - GRENOBLE","38000","M1705","N/A","N/A","CDI","Annuel de 35000,00 Euros à 50000,00 Euros","N/A","Expérience exigée de 6 An(s)","N/A","N/A","N/A","Description du poste : Talents Commerciaux, cabinet de recrutement spécialisé en Commerce et Marketing, vous propose régulièrement des offres d'emploi ciblées sur ces métiers. NOTRE CABINET RECHERCHE POUR L'UN DE SES CLIENTS, ENTREPRISE SPÉCIALISÉE DANS LE SECTEUR VÉTÉRINAIRE, UN CHARGÉ D'AFFAIRES (H/F), ITINÉRANT SUR LA RÉGION AUVERGNE-RHÔNE-ALPES, DOMICILIÉ À PROXIMITÉ DE GRENOBLE (38). EN TANT QUE CHARGÉ D'AFFAIRES (H/F), VOUS FIDÉLISEZ VOTRE PORTEFEUILLE CLIENT TOUT EN LE DÉVELOPPANT. Vous avez les missions suivantes :***Prospecter et développer une clientèle ciblée de professionnels ; * Gérer et animer le portefeuille clients existant sur votre zone, en les visitant régulièrement ; * Respecter la stratégie commerciale et marketing de l'entreprise ; * Être à l'écoute des besoins clients afin de fournir la meilleure solution produit ; * Mener à bien des sessions de formation auprès de vos clients ; * Travailler en synergie avec les techniciens itinérants pour l'installation des produits ; * Réaliser des reportings d'activité complets. POSTE ITINÉRANT SUR LA RÉGION AUVERGNE-RHÔNE-ALPES, DOMICILIÉ À PROXIMITÉ DE GRENOBLE (38). Description du profil : ISSU(E) D'UNE FORMATION COMMERCIALE, VOUS JUSTIFIEZ D'UNE PREMIÈRE EXPÉRIENCE EN TANT QUE COMMERCIAL(E) ITINÉRANT(E), IDÉALEMENT ACQUISE DANS LE SECTEUR DES DISPOSITIFS MÉDICAUX. Doté(e) d'un excellent relationnel, vous aimez travailler en toute autonomie. Vous êtes reconnu(e) pour vos qualités organisationnelles et votre sens de la communication. Vous souhaitez rejoindre une entreprise tournée vers le service, l'innovation et la proximité client ? Vous vous reconnaissez dans ce profil ? Parlons-nous !"
"Product manager Epargne Financière H/F","94 - FONTENAY SOUS BOIS","94120","M1705","N/A","N/A","CDI","N/A","N/A","Débutant accepté","N/A","N/A","N/A","Au sein de la Direction Marketing d'AXA Banque, vous intégrerez le pôle Offre, Marketing et Produits Epargne Financière.L'offre actuelle est constituée d'une gamme variée : Gestion sous mandat, EMTN, Marchés privés, OPCVM. L'ambition est d'enrichir les propositions de produits vendus en conseil,  deverdir et notamment sur la gamme destinée à la gestion de fortune. L'offre est également complétée par des SCPI commercialisés par Drouot Estate.L'offre proposée en gestion libre sur l'espace client est très complète : titres vifs, OPC, etc.En tant que Product Manager de l'offre épargne financière, vous prendrez en charge les missions suivantes. Developper une offre complete de produits et services destines a la clientele Wealth Management commercialisee par AXA Banque.. Prendre en charge le réferencement des nouveaux fonds : criteres de selection des meilleurs produits du marche, validation en comite produits & investissement, elaboration de la documentation commerciale.. Assurer une veille concurrentielle et un suivi de la factualite des societes de gestion partenaires.. Faire evoluer l'offre au regard des exigences reglementaires notamment Finance Durable.. Organiser la revue de notre gamme de produits dans le cadre de la gouvernance produits.. Proposer des ameliorations sur le contenu des documentations marketing.. Participer a l'élaboration des formations pour les reseaux de distribution : departement du Wealth management AXA France, reseaux proprietaires, CGP et courtiers independants.. Etablir un planning de referencement en lien avec les fonctions supports en charge de la validation de la documentation produits (principalement juridique et conformite). Fort(e) d'une expérience en banque privée, vous maîtrisez les produits financiers, et avez une connaissance de l'environnement règlementaire : Mifid 2, SFDR, UCITS V...Votre aisance relationnelle et votre sens de la pédagogie vous permettront de caractériser nos produits financiers auprès des conseillers et animateurs commerciaux.Autonome, rigoureux/se, vous avez le sens des priorités et de l'organisation. Vous savez allier adaptabilité et capacité à travailler en équipe. La certification AMF est indispensable pour ce poste."
"CAMPAIGN MANAGER - H/F","69 - GIVORS","69700","M1711","82","82.99Z","CDI","N/A","N/A","Expérience exigée","N/A","N/A","N/A","Description :   Nous recherchons un(e) CAMPAIGN MANAGER pour piloter et optimiser nos campagnes marketing via notre outil de Marketing Automation. Ce poste stratégique est au cœur de notre programme relationnel et contribue directement à l'expérience client et à la performance de nos actions CRM. VOS MISSIONS : PILOTAGE DES CAMPAGNES MARKETING :  * Concevoir et mettre en place des campagnes automatisées multicanal pour animer le Programme Relationnel.  * Coordonner la création des contenus avec les Content Managers et s'assurer de leur cohérence.  * Superviser le ciblage, les tests (BAT) et la mise en production des campagnes.  * Gérer les parcours clients (Users Journeys) et assurer leur cohérence avec la stratégie relationnelle globale. SUIVI DES PERFORMANCES ET REPORTING :  * Analyser les performances des campagnes à l'aide des KPIs clés (taux d'ouverture, clics, conversions, etc.).  * Produire des reportings hebdomadaires et mensuels à destination des équipes internes.  * Proposer des recommandations pour améliorer la pertinence et l'efficacité des campagnes. OPTIMISATION ET VEILLE :  * Assurer une veille concurrentielle pour identifier les bonnes pratiques et innovations en marketing relationnel.  * Proposer des améliorations des campagnes en fonction des retours utilisateurs et des tendances du marché. GESTION DES OUTILS ET DES PARTENAIRES :  * Piloter l'outil de Marketing Automation en veillant à son optimisation et à son intégration dans l'écosystème CRM.  * Collaborer avec les prestataires techniques et les partenaires internes pour garantir la réussite des projets.        Profil recherché :        * Bac +4/5 en marketing, gestion de projet ou data analytics.  * Une expérience d'au moins 5 à 7 ans en gestion de campagnes CRM ou Marketing Automation.  * Piloter des campagnes marketing dans un outil de Marketing Automation (type Salesforce, Adobe Campaign, etc.).  * Analyser des données marketing pour en tirer des insights actionnables.  * Maîtriser les concepts de segmentation, ciblage et pression commerciale.  * Communiquer avec clarté et efficacité auprès de différents interlocuteurs internes et externes.  * Organiser vos priorités avec méthode et rigueur.  * Proposer des solutions créatives et adaptées aux besoins des clients et de l'entreprise.  * S'adapter à un environnement en constante évolution avec une attitude proactive.  * Coordonner des équipes et des projets transversaux.  * Assurer une collaboration efficace entre les équipes marketing, IT et CRM.   NOUS REJOINDRE, C'EST :  * Intégrer une enseigne où il fait bon vivre,  * Relever des défis variés qui vous feront grandir professionnellement,  * Un poste statut cadre au forfait 218 jours travaillés/an à pourvoir en CDI pour nous rejoindre au plus vite !  * Une rémunération annuelle attractive sur 13 mois et une prime sur objectifs.   Alors, avec tout ça, on peut dire que vous aurez le beurre et l'argent du beurre !   N'HÉSITEZ PLUS, PIMENTEZ VOTRE VIE ET VENEZ PRENDRE PART VOUS AUSSI À LA TEAM : J'PEUX PAS J'AI GRAND FRAIS ! La diversité est une force, nous nous engageons à traiter toutes les candidatures sans prise en compte de critère de discrimination quelconque."
"Responsable Promotion & Recrutement H/F","76 - ROUEN","76000","M1705","N/A","N/A","CDI","N/A","Temps plein","Expérience exigée","N/A","9","Cadre","RESPONSABILITÉS :   Au sein de la Direction Générale Adjointe Direction Communication, Marketing Développement, et de la Direction Promotion & Recrutement, vous contribuez à la promotion des programmes de NEOMA.  Vous souhaitez être Responsable Promotion et Recrutement F/H, venez nous rejoindre au sein de notre Campus de Rouen pour un CDI à temps plein. Mission :   Promotion des programmes : ·       Contribuer à l'élaboration des plans de promotion des programmes, en particulier du Programme Grande Ecole ·       Participer, animer les stands sur les salons et assurer le suivi CRM ·       Développer la présence dans les classes préparatoires / BTS/ BUT/ ATS/Universités... ·       Accroitre les partenariats avec les prescripteurs ·       Organiser et développer des événements à destination des prescripteurs (conférences, présentations, ...) et des prospects (JPO, conférences, accueil campus, NEOdébat, NEOMAweek...) ·       Participer aux événements en distanciel (conférences et webinars) ·       Recruter et former les NEOambassadeurs (groupe d'étudiants représentant l'école dans les différents événements) ·       Assurer certaines tâches administratives (suivi des demandes de documentation...) ·       Développer une veille concurrentielle (Réseaux sociaux, argumentaires, benchmark...) Recrutement : ·       Assurer le suivi proactif des candidats jusqu'à l'admission (mise en place d'actions spécifiques : RDV personnalisés en visio et téléphone, gestion des demandes de documentation...) ·       Accompagner la montée en puissance de nos programmes et participer à la création d'évènements dédiés ·       Organiser et participer à l'accueil des candidats lors des sessions de concours, accueil des admissibles sur le Campus de Rouen / recrutement du staff admisseurs ·       Assurer un reporting régulier sur les actions en cours (forums, événements, salons...) ·       Assurer la bonne communication et un échange d'informations régulier avec les partenaires des programmes (directeurs de programmes ...) et avec vos collègues des autres campus.  PROFIL RECHERCHÉ :   Vous avez : ·       Une formation BAC+4 /5 à orientation communication et commerciale ·       Une bonne connaissance de l'enseignement supérieur ·       Une maîtrise des outils bureautiques (Office 365 et internet) ·       De très bonnes capacités commerciales ·       Un bon niveau d'anglais (minimum B2)   Vous êtes : ·       Enthousiaste ·       Organisé(e) ·       Force de proposition ·       Doté(e) d'un très bon relationnel et sens du service ·       Disponibilité"
"Traffic Manager F/H - Rénovert (H/F)","69 - ST DIDIER AU MONT D OR","69370","M1705","70","70.22Z","CDI","N/A","Temps plein","Expérience exigée de 3 An(s)","N/A","N/A","N/A","- Mettre en œuvre des actions et gérer le trafic internet de notre site,  - Déployer la stratégie de trafic pour atteindre des objectifs de visibilité et de génération de leads,  - Assurer le pilotage opérationnel, en supervisant nos prestataires,  - Etre le relai de nos partenaires pour organiser la visibilité de notre marque en local : animation des réseaux sociaux, accompagnement dans des actions locales,  - Augmenter la visibilité du site sur les moteurs de recherche pour augmenter le trafic et le volume de leads qualifiés, via des techniques de référencement naturel (SEO/SXO) ou payant (SEA/SMO),  - Exploiter des bases et réaliser des campagnes e-mails,  - Mettre en place les tableaux de reporting, pour surveiller et analyser le trafic, les campagnes et le retour sur investissement.  De formation webmarketing (bac + 3), vous possédez une expérience significative de plus de 2 ans, dans le domaine du marketing chez un annonceur de préférence.     Vous avez de solides connaissances en webmarketing (référencement payant ou naturel, réseaux sociaux, affiliation, display.) et une forte sensibilité ROIste (interprétation de datas). Vous maitrisez parfaitement les techniques de tracking de lien (GTM), l'interface Google Ads, les outils de webmarketing et analytics (Search Console, Google Analytics .).     Vos aptitudes relationnelles, votre rigueur, votre prise d'initiative, ainsi que votre qualité rédactionnelle feront la différence.     Polyvalent(e) et curieux(se), vous vous intéressez à tous les aspects du webmarketing. Vous savez écouter et assurer un reporting auprès de vos différents interlocuteurs au sein de l'entreprise."
"Directeur digital (H/F)","94 - MAISONS ALFORT","94700","M1716","N/A","N/A","CDI","Annuel de 38000,00 Euros à 50000,00 Euros","N/A","Expérience exigée de 1 An(s)","N/A","N/A","N/A","Description du poste : Vous êtes passionné(e) par le marketing et souhaitez jouer un rôle central dans la transition énergétique ? Rejoignez notre équipe dynamique et contribuez à renforcer la stratégie marketing et l'image de marque de notre entreprise en pleine croissance, tout en engageant nos clients et partenaires. Missions principales : Développement et gestion de la stratégie marketing :***Élaborer et piloter une stratégie marketing en lien avec les objectifs de croissance de l'entreprise. * Analyser le marché, la concurrence et identifier des opportunités de développement. * Mettre en place une stratégie digitale (SEO, SEA, réseaux sociaux, emailing) pour accroître la visibilité de l'entreprise. Optimisation de la performance marketing :***Assurer le suivi et l'analyse des performances marketing (traçabilité des campagnes, KPI). * Proposer des ajustements basés sur les données recueillies pour optimiser les résultats et maximiser l'impact. * Amélioration des supports marketing (vidéos, site web, print, etc.) * Gérer le budget marketing et veiller à l'optimisation des coûts. Développement commercial :***Collaborer étroitement avec les équipes commerciales pour élaborer des plans de génération de leads. * Développer des outils pour mesurer l'efficacité des actions marketing et ajuster en conséquence. Management et veille :***Superviser l'équipe marketing (Community manager, designer) et piloter des projets transversaux. * Assurer une veille concurrentielle et technologique pour proposer des innovations pertinentes dans le secteur de la rénovation énergétique. Description du profil : Et si vous pouviez donner plus de sens à votre carrière, avec un métier qui exerce un impact positif sur le budget des ménages, le confort des foyers et l'environnement ? Titulaire d'un diplôme de niveau Bac+4/5 en communication, commerce ou marketing, vous justifiez d'une expérience significative (2 à 3 ans) sur un poste similaire. Vous maîtrisez les outils de gestion de campagnes marketing (Google Analytics, CRM, logiciels d'emailing) et avez une expérience avérée dans le marketing digital. Une connaissance du domaine des énergies renouvelables ou du BTP est un plus apprécié. Dynamique, créatif(ve) et orienté(e) résultats, vous êtes capable de gérer plusieurs projets de front, tout en assurant une communication fluide avec les équipes. D'un naturel organisé, rigoureux et autonome, vous vous démarquez de par votre réactivité, votre aisance relationnelle, rédactionnelle ainsi qu'une bonne capacité d'adaptation. Pourquoi postuler avec Uptoo: Uptoo est le 1er cabinet de recrutement spécialisé dans les commerciaux et managers commerciaux en France. Sur notre site Uptoo Jobs, vous trouverez en permanence plus de 1200 offres dans la vente, dans toutes les régions et tous les secteurs ! Référence: UPTOOMETEO43997"
